product_id,product_name,aisle_id,department_id,aisle,department,full_text,image_url
800,Frozen Berries,47,38,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod800_real/300/300
801,Cream Cheese,40,1,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod801_real/300/300
802,Chocolate Bar,152,9,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod802_real/300/300
803,Gluten-Free Bread,124,31,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod803_real/300/300
804,Ice Cream,194,46,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod804_real/300/300
805,Orange Juice,142,25,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod805_real/300/300
806,Almond Milk,189,27,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod806_real/300/300
807,Pasta,122,19,marinades meat preparation,pantry,Pasta. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod807_real/300/300
808,Frozen Vegetables,98,31,frozen pizza,frozen,Frozen Vegetables. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod808_real/300/300
809,Mineral Water,114,13,juice nectars,beverages,Mineral Water. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod809_real/300/300
810,Herbal Tea,107,5,tea,beverages,Herbal Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod810_real/300/300
811,Green Tea,88,33,tea,beverages,Green Tea. tea aisle. beverages department.,https://picsum.photos/seed/prod811_real/300/300
812,Mineral Water,173,26,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod812_real/300/300
813,Mineral Water,10,27,juice nectars,beverages,Mineral Water. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod813_real/300/300
814,Granola Bar,10,23,cookies cakes,snacks,Granola Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod814_real/300/300
815,Trail Mix,62,27,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod815_real/300/300
816,Iced Coffee,138,37,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod816_real/300/300
817,Flour,96,17,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod817_real/300/300
818,Frozen Berries,11,46,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod818_real/300/300
819,Potato Chips,104,49,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod819_real/300/300
820,Gluten-Free Bread,110,32,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod820_real/300/300
821,Cola,4,38,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod821_real/300/300
822,Flour,126,21,spices seasonings,pantry,Flour. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod822_real/300/300
823,Frozen Fries,3,27,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod823_real/300/300
824,Popcorn,88,48,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod824_real/300/300
825,Ice Cream,184,31,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod825_real/300/300
826,Organic Juice,20,2,grains rice dried goods,dry goods pasta,Organic Juice. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod826_real/300/300
827,Flour,145,40,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod827_real/300/300
828,Canned Beans,45,6,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod828_real/300/300
829,Sour Cream,52,4,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod829_real/300/300
830,Cheddar Cheese,7,22,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod830_real/300/300
831,Ice Cream,95,40,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod831_real/300/300
832,Iced Coffee,61,5,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod832_real/300/300
833,Chocolate Bar,112,46,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod833_real/300/300
834,Potato Chips,2,50,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod834_real/300/300
835,Cola,31,45,tea,beverages,Cola. tea aisle. beverages department.,https://picsum.photos/seed/prod835_real/300/300
836,Frozen Berries,115,45,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod836_real/300/300
837,Shampoo,189,49,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod837_real/300/300
838,Fish Sticks,193,4,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod838_real/300/300
839,Olive Oil,153,42,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod839_real/300/300
840,Cola,32,2,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod840_real/300/300
841,Mineral Water,143,45,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod841_real/300/300
842,Flour,184,49,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod842_real/300/300
843,Iced Coffee,144,44,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod843_real/300/300
844,Premium Coffee,26,13,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod844_real/300/300
845,Frozen Fries,68,18,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod845_real/300/300
846,Olive Oil,132,17,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod846_real/300/300
847,Hand Soap,186,47,cold flu allergy,personal care,Hand Soap. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod847_real/300/300
848,Mineral Water,75,27,juice nectars,beverages,Mineral Water. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod848_real/300/300
849,Ice Cream,193,1,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod849_real/300/300
850,Hair Oil,137,3,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod850_real/300/300
851,Sugar,45,42,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod851_real/300/300
852,Potato Chips,34,18,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod852_real/300/300
853,Gluten-Free Bread,94,28,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod853_real/300/300
854,Frozen Vegetables,149,11,frozen pizza,frozen,Frozen Vegetables. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod854_real/300/300
855,Ice Cream,92,38,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod855_real/300/300
856,Frozen Berries,64,44,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod856_real/300/300
857,Tomato Sauce,1,46,marinades meat preparation,pantry,Tomato Sauce. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod857_real/300/300
858,Orange Juice,19,27,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod858_real/300/300
859,Orange Juice,150,7,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod859_real/300/300
860,Sugar,172,10,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod860_real/300/300
861,Herbal Tea,158,32,juice nectars,beverages,Herbal Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod861_real/300/300
862,Toothpaste,199,15,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod862_real/300/300
863,Toothpaste,85,48,cold flu allergy,personal care,Toothpaste. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod863_real/300/300
864,Hand Soap,198,7,cold flu allergy,personal care,Hand Soap. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod864_real/300/300
865,Orange Juice,72,20,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod865_real/300/300
866,Sour Cream,94,12,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod866_real/300/300
867,Frozen Fries,139,12,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod867_real/300/300
868,Frozen Pizza,171,26,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod868_real/300/300
869,Eggs,60,49,yogurt,dairy eggs,Eggs. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod869_real/300/300
870,Face Wash,13,44,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod870_real/300/300
871,Granola Bar,16,28,cookies cakes,snacks,Granola Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod871_real/300/300
872,Hair Oil,197,8,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod872_real/300/300
873,Shampoo,134,22,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod873_real/300/300
874,Ice Cream,100,47,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod874_real/300/300
875,Chocolate Bar,14,9,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod875_real/300/300
876,Mineral Water,161,41,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod876_real/300/300
877,Chocolate Bar,1,46,cookies cakes,snacks,Chocolate Bar. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod877_real/300/300
878,Yogurt,149,27,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod878_real/300/300
879,Frozen Pizza,44,4,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod879_real/300/300
880,Green Tea,111,48,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod880_real/300/300
881,Sugar,160,25,spices seasonings,pantry,Sugar. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod881_real/300/300
882,Cola,198,8,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod882_real/300/300
883,Herbal Tea,96,5,juice nectars,beverages,Herbal Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod883_real/300/300
884,Pretzels,104,40,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod884_real/300/300
885,Tomato Sauce,89,8,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod885_real/300/300
886,Frozen Fries,34,1,frozen meals,frozen,Frozen Fries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod886_real/300/300
887,Pasta,172,28,spices seasonings,pantry,Pasta. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod887_real/300/300
888,Orange Juice,184,14,tea,beverages,Orange Juice. tea aisle. beverages department.,https://picsum.photos/seed/prod888_real/300/300
889,Frozen Vegetables,197,9,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod889_real/300/300
890,Trail Mix,64,7,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod890_real/300/300
891,Canned Beans,183,3,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod891_real/300/300
892,Almond Milk,81,8,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod892_real/300/300
893,Frozen Vegetables,199,47,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod893_real/300/300
894,Iced Coffee,163,35,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod894_real/300/300
895,Frozen Berries,164,11,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod895_real/300/300
896,Popcorn,152,29,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod896_real/300/300
897,Gluten-Free Bread,10,11,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod897_real/300/300
898,Tomato Sauce,112,42,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod898_real/300/300
899,Frozen Pizza,61,21,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod899_real/300/300
900,Frozen Fries,144,48,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod900_real/300/300
901,Orange Juice,67,18,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod901_real/300/300
902,Fish Sticks,118,28,frozen pizza,frozen,Fish Sticks. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod902_real/300/300
903,Cheddar Cheese,25,9,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod903_real/300/300
904,Iced Coffee,6,50,juice nectars,beverages,Iced Coffee. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod904_real/300/300
905,Rice,148,28,spices seasonings,pantry,Rice. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod905_real/300/300
906,Olive Oil,149,13,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod906_real/300/300
907,Pretzels,56,11,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod907_real/300/300
908,Almond Milk,127,38,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod908_real/300/300
909,Herbal Tea,151,13,juice nectars,beverages,Herbal Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod909_real/300/300
910,Sour Cream,100,24,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod910_real/300/300
911,Almond Milk,107,39,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod911_real/300/300
912,Popcorn,188,15,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod912_real/300/300
913,Frozen Pizza,88,17,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod913_real/300/300
914,Gluten-Free Bread,55,26,grains rice dried goods,dry goods pasta,Gluten-Free Bread. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod914_real/300/300
915,Rice,167,28,spices seasonings,pantry,Rice. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod915_real/300/300
916,Face Wash,48,18,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod916_real/300/300
917,Milk,194,37,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod917_real/300/300
918,Pretzels,188,37,cookies cakes,snacks,Pretzels. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod918_real/300/300
919,Milk,34,40,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod919_real/300/300
920,Flour,134,18,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod920_real/300/300
921,Iced Coffee,107,31,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod921_real/300/300
922,Sour Cream,78,30,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod922_real/300/300
923,Organic Juice,107,34,grains rice dried goods,dry goods pasta,Organic Juice. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod923_real/300/300
924,Canned Beans,162,31,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod924_real/300/300
925,Milk,108,27,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod925_real/300/300
926,Butter,160,9,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod926_real/300/300
927,Mineral Water,40,19,juice nectars,beverages,Mineral Water. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod927_real/300/300
928,Frozen Pizza,141,32,frozen pizza,frozen,Frozen Pizza. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod928_real/300/300
929,Ice Cream,115,3,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod929_real/300/300
930,Vegan Snack,15,32,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod930_real/300/300
931,Butter,26,39,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod931_real/300/300
932,Canned Beans,71,17,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod932_real/300/300
933,Almond Milk,23,31,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod933_real/300/300
934,Hair Oil,77,14,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod934_real/300/300
935,Olive Oil,106,16,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod935_real/300/300
936,Cream Cheese,74,20,yogurt,dairy eggs,Cream Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod936_real/300/300
937,Frozen Vegetables,66,15,frozen pizza,frozen,Frozen Vegetables. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod937_real/300/300
938,Trail Mix,13,18,cookies cakes,snacks,Trail Mix. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod938_real/300/300
939,Cheddar Cheese,75,32,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod939_real/300/300
940,Sugar,91,36,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod940_real/300/300
941,Rice,115,11,spices seasonings,pantry,Rice. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod941_real/300/300
942,Frozen Pizza,184,25,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod942_real/300/300
943,Frozen Berries,158,7,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod943_real/300/300
944,Mineral Water,141,29,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod944_real/300/300
945,Fish Sticks,41,21,frozen meals,frozen,Fish Sticks. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod945_real/300/300
946,Cheddar Cheese,195,43,yogurt,dairy eggs,Cheddar Cheese. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod946_real/300/300
947,Flour,165,2,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod947_real/300/300
948,Fish Sticks,99,27,frozen pizza,frozen,Fish Sticks. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod948_real/300/300
949,Almond Milk,112,42,grains rice dried goods,dry goods pasta,Almond Milk. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod949_real/300/300
950,Hair Oil,98,21,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod950_real/300/300
951,Green Tea,147,33,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod951_real/300/300
952,Orange Juice,59,11,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod952_real/300/300
953,Ice Cream,105,33,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod953_real/300/300
954,Flour,159,28,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod954_real/300/300
955,Frozen Fries,9,8,frozen pizza,frozen,Frozen Fries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod955_real/300/300
956,Potato Chips,169,28,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod956_real/300/300
957,Frozen Berries,54,30,frozen meals,frozen,Frozen Berries. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod957_real/300/300
958,Sour Cream,175,45,yogurt,dairy eggs,Sour Cream. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod958_real/300/300
959,Tomato Sauce,109,44,spices seasonings,pantry,Tomato Sauce. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod959_real/300/300
960,Rice,101,40,marinades meat preparation,pantry,Rice. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod960_real/300/300
961,Eggs,176,19,yogurt,dairy eggs,Eggs. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod961_real/300/300
962,Ice Cream,160,45,frozen pizza,frozen,Ice Cream. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod962_real/300/300
963,Flour,141,50,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod963_real/300/300
964,Premium Coffee,83,50,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod964_real/300/300
965,Fish Sticks,159,44,frozen pizza,frozen,Fish Sticks. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod965_real/300/300
966,Premium Coffee,99,5,grains rice dried goods,dry goods pasta,Premium Coffee. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod966_real/300/300
967,Tomato Sauce,6,50,marinades meat preparation,pantry,Tomato Sauce. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod967_real/300/300
968,Eggs,58,43,yogurt,dairy eggs,Eggs. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod968_real/300/300
969,Cola,92,27,juice nectars,beverages,Cola. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod969_real/300/300
970,Green Tea,81,44,juice nectars,beverages,Green Tea. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod970_real/300/300
971,Butter,61,10,yogurt,dairy eggs,Butter. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod971_real/300/300
972,Olive Oil,21,26,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod972_real/300/300
973,Olive Oil,160,30,marinades meat preparation,pantry,Olive Oil. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod973_real/300/300
974,Frozen Vegetables,69,41,frozen meals,frozen,Frozen Vegetables. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod974_real/300/300
975,Flour,142,48,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod975_real/300/300
976,Vegan Snack,188,9,grains rice dried goods,dry goods pasta,Vegan Snack. grains rice dried goods aisle. dry goods pasta department.,https://picsum.photos/seed/prod976_real/300/300
977,Iced Coffee,161,40,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod977_real/300/300
978,Canned Beans,136,22,spices seasonings,pantry,Canned Beans. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod978_real/300/300
979,Mineral Water,164,48,tea,beverages,Mineral Water. tea aisle. beverages department.,https://picsum.photos/seed/prod979_real/300/300
980,Popcorn,149,16,cookies cakes,snacks,Popcorn. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod980_real/300/300
981,Potato Chips,175,17,cookies cakes,snacks,Potato Chips. cookies cakes aisle. snacks department.,https://picsum.photos/seed/prod981_real/300/300
982,Face Wash,88,43,cold flu allergy,personal care,Face Wash. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod982_real/300/300
983,Olive Oil,146,19,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod983_real/300/300
984,Olive Oil,35,18,spices seasonings,pantry,Olive Oil. spices seasonings aisle. pantry department.,https://picsum.photos/seed/prod984_real/300/300
985,Yogurt,74,40,yogurt,dairy eggs,Yogurt. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod985_real/300/300
986,Flour,31,41,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod986_real/300/300
987,Orange Juice,6,13,juice nectars,beverages,Orange Juice. juice nectars aisle. beverages department.,https://picsum.photos/seed/prod987_real/300/300
988,Milk,57,35,yogurt,dairy eggs,Milk. yogurt aisle. dairy eggs department.,https://picsum.photos/seed/prod988_real/300/300
989,Shampoo,91,48,cold flu allergy,personal care,Shampoo. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod989_real/300/300
990,Flour,198,41,marinades meat preparation,pantry,Flour. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod990_real/300/300
991,Frozen Berries,59,23,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod991_real/300/300
992,Frozen Vegetables,129,40,frozen pizza,frozen,Frozen Vegetables. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod992_real/300/300
993,Frozen Berries,102,47,frozen pizza,frozen,Frozen Berries. frozen pizza aisle. frozen department.,https://picsum.photos/seed/prod993_real/300/300
994,Frozen Pizza,16,30,frozen meals,frozen,Frozen Pizza. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod994_real/300/300
995,Iced Coffee,124,2,tea,beverages,Iced Coffee. tea aisle. beverages department.,https://picsum.photos/seed/prod995_real/300/300
996,Ice Cream,28,32,frozen meals,frozen,Ice Cream. frozen meals aisle. frozen department.,https://picsum.photos/seed/prod996_real/300/300
997,Sugar,25,14,marinades meat preparation,pantry,Sugar. marinades meat preparation aisle. pantry department.,https://picsum.photos/seed/prod997_real/300/300
998,Deodorant,171,42,cold flu allergy,personal care,Deodorant. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod998_real/300/300
999,Hair Oil,117,25,cold flu allergy,personal care,Hair Oil. cold flu allergy aisle. personal care department.,https://picsum.photos/seed/prod999_real/300/300
